Id,Model,Manufacturer,Model_year,Drivetrain,Warranty,Accident,Condition,Battery,Mileage,Price
TRAIN_1710,i3,B사,0,RWD,7,Yes,Brand New,,3784,25.0
TRAIN_1711,Soul,K사,2,AWD,8,No,Nearly New,58.982,17508,23.01
TRAIN_1712,Soul,K사,1,FWD,7,No,Nearly New,56.623,39950,23.27
TRAIN_1713,Niro,K사,0,AWD,1,No,Pre-Owned,46.0,60045,28.39
TRAIN_1714,MY,T사,0,AWD,3,No,Nearly New,61.153,31158,78.33
TRAIN_1715,i5,B사,0,AWD,1,No,Pre-Owned,61.018,192469,61.81
TRAIN_1716,ID4,V사,0,AWD,2,No,Pre-Owned,60.272,150677,40.99
TRAIN_1717,Niro,K사,0,AWD,5,No,Nearly New,56.0,20611,28.57
TRAIN_1718,Tay,P사,0,AWD,2,No,Brand New,,5773,95.72
TRAIN_1719,ID4,V사,0,AWD,2,No,Pre-Owned,60.272,190734,40.79
TRAIN_1720,ID4,V사,0,AWD,4,Yes,Nearly New,65.4,14008,41.3
TRAIN_1721,TayGTS,P사,0,AWD,2,No,Brand New,90.0,1727,160.38
TRAIN_1722,eT,A사,2,AWD,6,No,Nearly New,,32305,74.75
TRAIN_1723,ION5,H사,1,AWD,7,Yes,Nearly New,68.479,39644,35.0
TRAIN_1724,ION5,H사,0,AWD,6,No,Nearly New,65.739,37991,34.99
TRAIN_1725,MX,T사,0,AWD,3,No,Nearly New,,35860,92.69
TRAIN_1726,Soul,K사,0,FWD,6,No,Nearly New,56.0,42165,22.01
TRAIN_1727,EV6,K사,0,FWD,9,No,Brand New,,2311,41.19
TRAIN_1728,MX,T사,1,AWD,5,No,Nearly New,,42760,94.53
TRAIN_1729,eT,A사,0,AWD,4,No,Nearly New,80.688,14469,73.95
TRAIN_1730,Q4eT,A사,0,AWD,1,No,Pre-Owned,61.619,178422,57.07
TRAIN_1731,TayGTS,P사,0,AWD,2,No,Brand New,93.4,661,160.27
TRAIN_1732,Tay,P사,0,AWD,2,No,Brand New,,1232,104.16
TRAIN_1733,Tay,P사,0,AWD,2,No,Brand New,,6547,96.96
TRAIN_1734,M3,T사,0,RWD,7,No,Brand New,,6163,47.81
TRAIN_1735,Q4eT,A사,0,AWD,0,No,Pre-Owned,56.788,196864,55.96
TRAIN_1736,i3,B사,0,AWD,2,No,Pre-Owned,46.0,65792,23.5
TRAIN_1737,i3,B사,2,AWD,6,No,Nearly New,56.0,34415,24.0
TRAIN_1738,Q4eT,A사,0,AWD,8,No,Brand New,90.0,9522,59.08
TRAIN_1739,ION6,H사,0,AWD,10,Yes,Brand New,,9355,38.98
TRAIN_1740,KNE,H사,0,FWD,9,No,Brand New,,8144,25.59
TRAIN_1741,M3,T사,0,RWD,8,Yes,Brand New,,5514,54.95
TRAIN_1742,i5,B사,0,AWD,7,No,Brand New,,2849,64.66
TRAIN_1743,i5,B사,1,RWD,5,No,Nearly New,71.841,15919,60.42
TRAIN_1744,ION5,H사,0,AWD,3,No,Pre-Owned,58.162,79308,34.74
TRAIN_1745,MX,T사,0,AWD,4,No,Nearly New,,34099,94.3
TRAIN_1746,ID4,V사,0,AWD,0,Yes,Pre-Owned,53.325,55414,39.15
TRAIN_1747,i5,B사,0,RWD,8,No,Brand New,,3506,64.74
TRAIN_1748,Soul,K사,0,FWD,5,No,Nearly New,56.0,47163,22.13
TRAIN_1749,i5,B사,0,RWD,0,No,Pre-Owned,56.234,61309,60.77
TRAIN_1750,MS,T사,0,AWD,1,No,Pre-Owned,75.145,189269,80.72
TRAIN_1751,iX,B사,0,AWD,8,No,Brand New,,2424,79.54
TRAIN_1752,TayGTS,P사,0,AWD,2,No,Brand New,,3713,160.0
TRAIN_1753,i5,B사,1,RWD,5,No,Nearly New,71.841,46786,60.9
TRAIN_1754,i5,B사,0,RWD,3,No,Nearly New,66.208,35260,64.43
TRAIN_1755,KNE,H사,0,FWD,10,No,Brand New,,7183,22.17
TRAIN_1756,i5,B사,0,RWD,7,No,Brand New,,6808,64.09
TRAIN_1757,RSeTGT,A사,0,AWD,7,No,Brand New,,754,100.19
TRAIN_1758,RSeTGT,A사,0,AWD,8,No,Brand New,,2831,100.1
TRAIN_1759,TayGTS,P사,0,AWD,2,No,Brand New,93.4,2797,160.11
TRAIN_1760,TayGTS,P사,0,AWD,2,No,Brand New,,8186,160.0
TRAIN_1761,MX,T사,1,AWD,5,No,Nearly New,88.474,19939,93.26
TRAIN_1762,IONIQ,H사,0,FWD,1,No,Pre-Owned,,74636,13.77
TRAIN_1763,TayCT,P사,0,AWD,2,No,Nearly New,76.093,32155,130.49
TRAIN_1764,Niro,K사,0,FWD,5,No,Nearly New,56.0,35965,27.82
TRAIN_1765,ION6,H사,0,AWD,10,No,Brand New,90.0,7400,39.0
TRAIN_1766,TayGTS,P사,0,AWD,2,Yes,Pre-Owned,73.11,157420,155.88
TRAIN_1767,Q4eT,A사,0,AWD,3,Yes,Nearly New,66.861,32068,58.98
TRAIN_1768,MS,T사,0,AWD,8,No,Brand New,99.8,5204,64.82
TRAIN_1769,TayGTS,P사,0,AWD,2,No,Brand New,,1872,160.99
TRAIN_1770,Niro,K사,0,FWD,6,No,Nearly New,56.0,35970,28.55
TRAIN_1771,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,125398,129.11
TRAIN_1772,Q4eT,A사,0,AWD,0,No,Pre-Owned,59.154,173309,55.99
TRAIN_1773,i3,B사,0,AWD,0,No,Pre-Owned,46.0,116688,21.99
TRAIN_1774,Soul,K사,0,FWD,4,No,Pre-Owned,50.096,59805,22.46
TRAIN_1775,MY,T사,0,AWD,7,No,Brand New,,9700,64.17
TRAIN_1776,eT,A사,0,AWD,8,No,Brand New,95.0,6481,59.01
TRAIN_1777,EV6,K사,0,FWD,9,Yes,Brand New,,4853,41.37
TRAIN_1778,i5,B사,0,RWD,3,No,Nearly New,66.208,43969,64.43
TRAIN_1779,Soul,K사,0,AWD,1,No,Pre-Owned,46.0,86254,23.21
TRAIN_1780,i3,B사,0,RWD,2,No,Pre-Owned,46.0,86955,23.34
TRAIN_1781,i3,B사,0,RWD,3,No,Nearly New,56.0,13623,23.91
TRAIN_1782,Soul,K사,0,AWD,2,No,Pre-Owned,46.169,93212,22.82
TRAIN_1783,TayGTS,P사,0,AWD,2,No,Brand New,93.4,358,160.0
TRAIN_1784,TayGTS,P사,0,AWD,2,Yes,Pre-Owned,67.378,196788,151.91
TRAIN_1785,ID4,V사,0,AWD,7,No,Brand New,,2318,34.28
TRAIN_1786,Niro,K사,0,FWD,3,No,Pre-Owned,48.093,51290,27.66
TRAIN_1787,Soul,K사,0,FWD,2,No,Pre-Owned,46.169,109360,21.56
TRAIN_1788,MS,T사,0,AWD,0,Yes,Pre-Owned,69.253,85839,79.68
TRAIN_1789,i3,B사,0,RWD,3,No,Nearly New,56.0,31919,23.23
TRAIN_1790,ID4,V사,0,AWD,7,No,Brand New,,301,33.29
TRAIN_1791,Q4eT,A사,0,AWD,8,No,Brand New,90.0,251,60.0
TRAIN_1792,M3,T사,1,RWD,5,No,Nearly New,66.355,38934,53.04
TRAIN_1793,KNE,H사,0,FWD,5,No,Nearly New,68.488,21420,27.83
TRAIN_1794,Niro,K사,0,FWD,5,Yes,Nearly New,56.0,47032,27.58
TRAIN_1795,MS,T사,0,AWD,8,No,Brand New,99.8,16,64.94
TRAIN_1796,eT,A사,2,AWD,6,No,Nearly New,,44171,74.24
TRAIN_1797,EV6,K사,0,FWD,10,No,Brand New,,1044,47.86
TRAIN_1798,Soul,K사,0,AWD,2,No,Pre-Owned,46.169,177644,21.96
TRAIN_1799,iX,B사,0,RWD,7,No,Brand New,,108,79.27
TRAIN_1800,i5,B사,2,RWD,6,No,Nearly New,74.834,22236,64.89
TRAIN_1801,i3,B사,0,AWD,4,No,Nearly New,56.0,27785,23.77
TRAIN_1802,ION6,H사,0,AWD,10,No,Brand New,,2697,38.97
TRAIN_1803,MX,T사,0,AWD,1,No,Pre-Owned,75.145,50411,90.42
TRAIN_1804,TayGTS,P사,1,AWD,1,No,Nearly New,,30566,159.73
TRAIN_1805,i3,B사,0,RWD,8,Yes,Brand New,,8317,25.0
TRAIN_1806,KNE,H사,0,FWD,2,No,Pre-Owned,68.488,74950,27.77
TRAIN_1807,i3,B사,0,RWD,0,No,Pre-Owned,46.0,192717,22.07
TRAIN_1808,TayGTS,P사,0,AWD,2,No,Brand New,93.4,3055,160.12
TRAIN_1809,i5,B사,0,RWD,7,No,Brand New,,3621,64.47
TRAIN_1810,TayCT,P사,0,AWD,2,No,Brand New,,8909,130.33
TRAIN_1811,MS,T사,0,AWD,0,No,Pre-Owned,69.253,160939,78.23
TRAIN_1812,EV6,K사,0,AWD,9,No,Brand New,,9402,40.86
TRAIN_1813,Niro,K사,0,FWD,4,No,Pre-Owned,50.096,73051,28.9
TRAIN_1814,Niro,K사,0,AWD,10,No,Brand New,,8707,22.39
TRAIN_1815,Soul,K사,2,FWD,8,No,Nearly New,58.982,22957,22.99
TRAIN_1816,i3,B사,0,RWD,3,No,Nearly New,56.0,28647,24.0
TRAIN_1817,MX,T사,0,AWD,7,No,Brand New,96.0,1734,78.08
TRAIN_1818,eT,A사,0,AWD,7,No,Brand New,91.2,3496,64.62
TRAIN_1819,Tay,P사,1,AWD,1,No,Nearly New,70.071,39263,120.94
TRAIN_1820,Tay,P사,0,AWD,2,No,Nearly New,67.268,17172,120.92
TRAIN_1821,iX,B사,0,AWD,7,No,Brand New,,6646,79.63
TRAIN_1822,Soul,K사,2,AWD,8,No,Nearly New,58.982,14993,22.87
TRAIN_1823,Q4eT,A사,0,AWD,3,No,Nearly New,66.861,46639,58.67
TRAIN_1824,MS,T사,2,AWD,6,No,Nearly New,92.16,47926,76.51
TRAIN_1825,RSeTGT,A사,0,AWD,8,No,Brand New,,5779,101.15
TRAIN_1826,ION6,H사,0,AWD,9,No,Brand New,90.0,2620,38.97
TRAIN_1827,EV6,K사,0,FWD,10,Yes,Brand New,,2000,48.85
TRAIN_1828,Soul,K사,0,FWD,9,No,Brand New,,4684,19.69
TRAIN_1829,IONIQ,H사,1,FWD,3,No,Nearly New,49.28,59994,13.95
TRAIN_1830,RSeTGT,A사,0,AWD,8,No,Brand New,,580,100.9
TRAIN_1831,IONIQ,H사,2,FWD,1,No,Pre-Owned,,49931,24.62
TRAIN_1832,i5,B사,0,RWD,3,No,Nearly New,66.208,39912,64.33
TRAIN_1833,MS,T사,0,AWD,7,No,Brand New,96.0,7849,70.16
TRAIN_1834,ID4,V사,2,AWD,6,No,Nearly New,70.963,48296,37.81
TRAIN_1835,ION6,H사,0,AWD,10,No,Brand New,,8077,38.87
TRAIN_1836,MS,T사,0,AWD,8,No,Brand New,99.8,3221,63.64
TRAIN_1837,TayCT,P사,2,AWD,0,No,Nearly New,76.093,24994,119.17
TRAIN_1838,TayCT,P사,0,AWD,2,No,Brand New,,5772,130.64
TRAIN_1839,EV6,K사,0,FWD,10,No,Brand New,,1882,47.72
TRAIN_1840,Soul,K사,0,AWD,9,No,Brand New,,8185,20.72
TRAIN_1841,EV6,K사,0,AWD,9,No,Brand New,,9515,41.04
TRAIN_1842,Q4eT,A사,0,AWD,4,No,Nearly New,69.646,17073,58.96
TRAIN_1843,Soul,K사,2,FWD,8,No,Nearly New,58.982,31762,22.42
TRAIN_1844,KNE,H사,0,FWD,4,No,Pre-Owned,68.488,78296,27.54
TRAIN_1845,Niro,K사,0,FWD,6,No,Nearly New,56.0,35262,28.79
TRAIN_1846,Niro,K사,0,FWD,10,No,Brand New,,9181,21.64
TRAIN_1847,ION6,H사,0,AWD,10,No,Brand New,90.0,8601,38.98
TRAIN_1848,i3,B사,0,RWD,8,No,Brand New,,8311,24.92
TRAIN_1849,KNE,H사,0,FWD,5,No,Nearly New,68.488,46828,27.23
TRAIN_1850,ION6,H사,0,AWD,10,No,Brand New,,6094,38.08
TRAIN_1851,iX,B사,0,RWD,7,No,Brand New,,9306,79.91
TRAIN_1852,i5,B사,0,RWD,0,No,Pre-Owned,56.234,148466,61.88
TRAIN_1853,MY,T사,0,AWD,3,No,Nearly New,61.153,37387,78.79
TRAIN_1854,Soul,K사,0,AWD,10,No,Brand New,90.0,584,17.43
TRAIN_1855,KNE,H사,0,FWD,10,No,Brand New,,8649,22.41
TRAIN_1856,iX,B사,0,AWD,7,No,Brand New,,5839,79.04
TRAIN_1857,MX,T사,0,AWD,8,Yes,Brand New,99.8,4699,72.43
TRAIN_1858,MY,T사,0,AWD,8,No,Brand New,90.0,6161,74.94
TRAIN_1859,TayGTS,P사,0,AWD,2,No,Brand New,,2695,160.44
TRAIN_1860,iX,B사,0,AWD,7,No,Brand New,,1850,80.82
TRAIN_1861,Q4eT,A사,0,AWD,8,No,Brand New,,6583,59.58
TRAIN_1862,KNE,H사,0,FWD,4,No,Pre-Owned,68.488,182134,27.83
TRAIN_1863,ION6,H사,0,AWD,2,No,Pre-Owned,55.836,74337,37.07
TRAIN_1864,i3,B사,0,RWD,3,No,Nearly New,56.0,39741,24.0
TRAIN_1865,M3,T사,2,RWD,6,No,Nearly New,69.12,28156,49.91
TRAIN_1866,TayGTS,P사,0,AWD,2,No,Brand New,90.0,6259,160.01
TRAIN_1867,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,54284,38.13
TRAIN_1868,iX,B사,0,RWD,7,No,Brand New,90.0,108,79.93
TRAIN_1869,EV6,K사,0,FWD,9,No,Brand New,,8671,39.9
TRAIN_1870,iX,B사,0,AWD,7,No,Brand New,,5139,80.38
TRAIN_1871,i5,B사,0,RWD,0,No,Pre-Owned,56.234,124444,61.03
TRAIN_1872,IONIQ,H사,0,FWD,1,No,Pre-Owned,54.1,40300,13.81
TRAIN_1873,Soul,K사,0,FWD,9,No,Brand New,,4811,19.39
TRAIN_1874,ION6,H사,0,AWD,4,No,Pre-Owned,60.585,98439,37.93
TRAIN_1875,MX,T사,0,AWD,8,No,Brand New,99.8,2179,71.46
TRAIN_1876,i3,B사,2,RWD,6,No,Nearly New,56.0,43195,23.94
TRAIN_1877,TayCT,P사,0,AWD,2,No,Brand New,,3806,120.21
TRAIN_1878,Q4eT,A사,0,AWD,7,No,Brand New,,7938,59.77
TRAIN_1879,ION6,H사,1,AWD,7,No,Nearly New,68.479,45540,38.0
TRAIN_1880,Soul,K사,0,FWD,10,Yes,Brand New,,1759,17.67
TRAIN_1881,MS,T사,0,AWD,3,No,Nearly New,,18055,82.43
TRAIN_1882,KNE,H사,0,FWD,3,No,Pre-Owned,68.488,188284,27.63
TRAIN_1883,Niro,K사,0,FWD,5,No,Nearly New,56.0,40630,28.48
TRAIN_1884,EV6,K사,0,FWD,9,No,Brand New,,7300,40.52
TRAIN_1885,EV6,K사,0,FWD,10,No,Brand New,,4504,47.19
TRAIN_1886,i5,B사,0,AWD,3,No,Nearly New,66.208,20570,63.29
TRAIN_1887,MS,T사,0,AWD,8,No,Brand New,99.8,643,64.85
TRAIN_1888,ION5,H사,0,AWD,1,No,Pre-Owned,53.602,50062,34.22
TRAIN_1889,EV6,K사,0,FWD,10,No,Brand New,,5215,47.34
TRAIN_1890,MY,T사,0,AWD,8,No,Brand New,,8255,74.95
TRAIN_1891,ION6,H사,0,AWD,10,Yes,Brand New,,9440,38.99
TRAIN_1892,KNE,H사,0,FWD,10,No,Brand New,,3819,21.45
TRAIN_1893,MX,T사,2,AWD,6,No,Nearly New,92.16,10735,85.08
TRAIN_1894,iX,B사,0,RWD,7,No,Brand New,90.0,5293,80.95
TRAIN_1895,M3,T사,0,RWD,1,No,Pre-Owned,56.359,166347,52.3
TRAIN_1896,ID4,V사,0,AWD,2,No,Pre-Owned,60.272,149449,40.95
TRAIN_1897,TayCT,P사,1,AWD,1,No,Nearly New,76.093,28275,130.14
TRAIN_1898,TayGTS,P사,0,AWD,2,No,Pre-Owned,64.683,140821,151.03
TRAIN_1899,Q4eT,A사,0,AWD,8,No,Brand New,,7849,59.47
TRAIN_1900,Niro,K사,0,FWD,1,No,Pre-Owned,46.0,109799,27.44
TRAIN_1901,RSeTGT,A사,0,AWD,8,No,Brand New,,7492,100.14
TRAIN_1902,M3,T사,0,RWD,7,Yes,Brand New,90.0,8846,47.37
TRAIN_1903,ID4,V사,0,AWD,7,No,Brand New,,7995,33.49
TRAIN_1904,iX,B사,0,RWD,8,No,Brand New,,9115,79.23
TRAIN_1905,ION6,H사,0,AWD,3,No,Pre-Owned,58.162,82992,37.33
TRAIN_1906,RSeTGT,A사,0,AWD,8,No,Brand New,,3536,100.75
TRAIN_1907,M3,T사,0,RWD,0,No,Pre-Owned,54.104,157244,51.22
TRAIN_1908,ID4,V사,0,AWD,4,No,Nearly New,65.4,26155,41.23
TRAIN_1909,ION5,H사,2,AWD,8,No,Nearly New,71.332,22136,34.33
TRAIN_1910,RSeTGT,A사,0,AWD,8,No,Brand New,,1298,100.0
TRAIN_1911,EV6,K사,0,AWD,9,No,Brand New,,9786,40.32
TRAIN_1912,Soul,K사,1,AWD,7,No,Nearly New,56.623,17698,22.38
TRAIN_1913,ID4,V사,0,AWD,7,Yes,Brand New,,135,34.47
TRAIN_1914,ION5,H사,0,AWD,9,No,Brand New,,8081,35.29
TRAIN_1915,ION5,H사,0,AWD,10,No,Brand New,,963,35.95
TRAIN_1916,EV6,K사,0,AWD,10,No,Brand New,,572,48.87
TRAIN_1917,ION5,H사,0,AWD,10,No,Brand New,,6776,36.0
TRAIN_1918,MX,T사,0,AWD,8,No,Brand New,99.8,5479,71.49
TRAIN_1919,IONIQ,H사,2,FWD,1,No,Pre-Owned,58.26,17543,20.76
TRAIN_1920,KNE,H사,0,FWD,9,No,Brand New,,1885,24.82
TRAIN_1921,i5,B사,0,RWD,4,No,Nearly New,68.967,43617,63.02
TRAIN_1922,Tay,P사,0,AWD,2,No,Brand New,90.0,5743,104.56
TRAIN_1923,Niro,K사,0,FWD,6,No,Nearly New,56.0,30734,27.69
TRAIN_1924,Tay,P사,0,AWD,2,No,Brand New,,5492,103.0
TRAIN_1925,Q4eT,A사,0,AWD,3,No,Nearly New,66.861,27860,58.99
TRAIN_1926,MY,T사,0,AWD,0,No,Pre-Owned,54.104,166222,73.53
TRAIN_1927,EV6,K사,0,FWD,10,No,Brand New,,202,47.99
TRAIN_1928,iX,B사,0,AWD,8,No,Brand New,,2810,80.72
TRAIN_1929,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,142497,125.07
TRAIN_1930,MS,T사,0,AWD,7,No,Brand New,96.0,4930,70.52
TRAIN_1931,ID4,V사,0,AWD,8,No,Brand New,,7216,40.2
TRAIN_1932,ID4,V사,0,AWD,8,No,Brand New,,9094,39.86
TRAIN_1933,RSeTGT,A사,2,AWD,6,No,Nearly New,,39417,99.86
TRAIN_1934,ID4,V사,1,AWD,5,No,Nearly New,68.125,16745,40.61
TRAIN_1935,i5,B사,0,RWD,0,No,Pre-Owned,58.577,180989,60.23
TRAIN_1936,ID4,V사,0,AWD,7,No,Brand New,,5729,33.2
TRAIN_1937,Niro,K사,0,AWD,5,No,Nearly New,56.0,20975,27.42
TRAIN_1938,eT,A사,0,AWD,0,No,Pre-Owned,65.791,195701,70.25
TRAIN_1939,TayGTS,P사,0,AWD,2,No,Brand New,,4938,160.0
TRAIN_1940,Soul,K사,0,AWD,5,No,Nearly New,56.0,33552,22.5
TRAIN_1941,i3,B사,0,AWD,3,No,Nearly New,56.0,44243,23.99
TRAIN_1942,i5,B사,0,AWD,4,No,Nearly New,68.967,23295,64.12
TRAIN_1943,ION5,H사,0,AWD,9,No,Brand New,,5954,35.93
TRAIN_1944,i3,B사,0,RWD,1,No,Pre-Owned,46.0,142712,22.48
TRAIN_1945,eT,A사,0,AWD,2,No,Pre-Owned,74.362,130527,72.5
TRAIN_1946,KNE,H사,0,FWD,9,No,Brand New,,204,25.46
TRAIN_1947,TayCT,P사,1,AWD,1,No,Nearly New,76.093,43428,130.02
TRAIN_1948,eT,A사,1,AWD,5,Yes,Nearly New,,21749,74.4
TRAIN_1949,eT,A사,0,AWD,3,No,Nearly New,77.46,27985,73.97
TRAIN_1950,MX,T사,0,AWD,7,No,Brand New,96.0,6703,78.68
TRAIN_1951,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,193388,128.2
TRAIN_1952,Q4eT,A사,0,AWD,7,No,Brand New,90.0,8772,59.08
TRAIN_1953,eT,A사,0,AWD,7,No,Brand New,91.2,9536,65.36
TRAIN_1954,RSeTGT,A사,0,AWD,2,No,Pre-Owned,78.227,98597,97.62
TRAIN_1955,i5,B사,0,RWD,7,No,Brand New,,6715,64.75
TRAIN_1956,Tay,P사,0,AWD,2,No,Pre-Owned,57.134,134035,115.15
TRAIN_1957,i3,B사,0,RWD,4,No,Nearly New,56.0,13538,23.91
TRAIN_1958,Soul,K사,2,FWD,8,No,Nearly New,58.982,31493,23.98
TRAIN_1959,TayCT,P사,0,AWD,2,No,Nearly New,76.093,21856,131.79
TRAIN_1960,i3,B사,0,RWD,4,No,Nearly New,56.0,32034,24.0
TRAIN_1961,RSeTGT,A사,1,AWD,5,No,Nearly New,,31504,99.04
TRAIN_1962,MS,T사,0,AWD,2,No,Pre-Owned,,125503,81.42
TRAIN_1963,MY,T사,0,AWD,4,No,Nearly New,63.701,22256,78.99
TRAIN_1964,TayGTS,P사,2,AWD,0,No,Nearly New,,22708,160.31
TRAIN_1965,EV6,K사,0,AWD,9,No,Brand New,,8764,40.48
TRAIN_1966,MY,T사,1,AWD,5,No,Nearly New,66.355,49164,74.27
TRAIN_1967,eT,A사,0,AWD,7,No,Brand New,91.2,33,66.12
TRAIN_1968,ION6,H사,0,AWD,10,No,Brand New,,6159,39.0
TRAIN_1969,TayCT,P사,2,AWD,0,No,Nearly New,76.093,11039,119.0
TRAIN_1970,MY,T사,0,AWD,8,No,Brand New,,565,75.46
TRAIN_1971,M3,T사,0,RWD,7,Yes,Brand New,,197,45.75
TRAIN_1972,M3,T사,0,RWD,4,Yes,Nearly New,63.701,21580,53.33
TRAIN_1973,Tay,P사,0,AWD,2,No,Brand New,,37,96.36
TRAIN_1974,M3,T사,0,RWD,0,No,Pre-Owned,54.104,157398,50.64
TRAIN_1975,TayGTS,P사,0,AWD,2,No,Pre-Owned,67.378,92028,151.02
TRAIN_1976,EV6,K사,0,AWD,9,No,Brand New,,5001,40.88
TRAIN_1977,MY,T사,0,AWD,3,No,Nearly New,61.153,24901,78.27
TRAIN_1978,iX,B사,0,RWD,8,No,Brand New,90.0,8425,79.27
TRAIN_1979,ION6,H사,2,AWD,8,No,Nearly New,71.332,46415,37.11
TRAIN_1980,Tay,P사,1,AWD,1,Yes,Nearly New,70.071,16670,121.84
TRAIN_1981,MX,T사,0,AWD,8,No,Brand New,99.8,6693,71.81
TRAIN_1982,ION6,H사,0,AWD,9,No,Brand New,,2245,38.73
TRAIN_1983,RSeTGT,A사,2,AWD,6,No,Nearly New,,42454,99.32
TRAIN_1984,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,67355,39.11
TRAIN_1985,ION6,H사,0,AWD,9,No,Brand New,,1135,37.94
TRAIN_1986,TayGTS,P사,0,AWD,2,No,Nearly New,76.156,10401,159.28
TRAIN_1987,EV6,K사,0,AWD,10,No,Brand New,90.0,3381,47.78
TRAIN_1988,KNE,H사,0,FWD,10,No,Brand New,90.0,1897,21.21
TRAIN_1989,MY,T사,0,AWD,8,No,Brand New,,703,75.63
TRAIN_1990,MY,T사,0,AWD,7,No,Brand New,,4313,63.91
TRAIN_1991,RSeTGT,A사,0,AWD,1,No,Pre-Owned,,195931,97.0
TRAIN_1992,ID4,V사,0,AWD,2,No,Pre-Owned,60.272,177603,39.34
TRAIN_1993,eT,A사,0,AWD,2,No,Pre-Owned,74.362,194975,71.8
TRAIN_1994,eT,A사,0,AWD,8,No,Brand New,95.0,5920,60.74
TRAIN_1995,TayCT,P사,0,AWD,2,No,Brand New,,2750,129.49
TRAIN_1996,Tay,P사,0,AWD,2,No,Brand New,,4226,96.67
TRAIN_1997,KNE,H사,1,FWD,7,No,Nearly New,68.488,13448,28.61
TRAIN_1998,TayCT,P사,0,AWD,2,No,Brand New,90.0,4350,130.41
TRAIN_1999,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,166214,39.79
TRAIN_2000,Niro,K사,0,AWD,9,No,Brand New,,1091,25.79
TRAIN_2001,RSeTGT,A사,0,AWD,7,No,Brand New,90.0,8115,100.0
TRAIN_2002,Tay,P사,0,AWD,2,No,Nearly New,67.268,34943,120.55
TRAIN_2003,i3,B사,0,RWD,2,No,Pre-Owned,46.0,113747,22.97
TRAIN_2004,TayGTS,P사,0,AWD,2,No,Nearly New,76.156,40871,159.0
TRAIN_2005,RSeTGT,A사,0,AWD,0,No,Pre-Owned,,191938,94.0
TRAIN_2006,i3,B사,0,AWD,2,No,Pre-Owned,46.0,155286,23.5
TRAIN_2007,MS,T사,0,AWD,7,No,Brand New,96.0,460,70.02
TRAIN_2008,i5,B사,1,RWD,5,No,Nearly New,71.841,18304,61.25
TRAIN_2009,ION6,H사,0,AWD,9,No,Brand New,,491,38.25
TRAIN_2010,RSeTGT,A사,0,AWD,3,No,Nearly New,78.227,16987,99.82
TRAIN_2011,MY,T사,0,AWD,2,No,Pre-Owned,58.707,79439,76.58
TRAIN_2012,iX,B사,0,RWD,7,No,Brand New,,3269,80.17
TRAIN_2013,MX,T사,0,AWD,0,No,Pre-Owned,72.139,58999,88.71
TRAIN_2014,Niro,K사,2,AWD,8,No,Nearly New,58.982,13164,28.05
TRAIN_2015,RSeTGT,A사,0,AWD,7,No,Brand New,,8438,100.16
TRAIN_2016,IONIQ,H사,0,FWD,3,No,Nearly New,65.21,44708,26.81
TRAIN_2017,Niro,K사,1,AWD,7,No,Nearly New,56.623,19086,28.13
TRAIN_2018,RSeTGT,A사,0,AWD,4,No,Nearly New,,39406,99.14
TRAIN_2019,MX,T사,0,AWD,0,No,Pre-Owned,72.139,182009,88.32
TRAIN_2020,ION5,H사,0,AWD,1,No,Pre-Owned,53.602,155146,34.28
TRAIN_2021,iX,B사,0,RWD,7,No,Brand New,,9434,79.43
TRAIN_2022,i5,B사,0,RWD,2,No,Pre-Owned,63.56,197743,62.03
TRAIN_2023,ION6,H사,0,AWD,10,No,Brand New,,9457,39.0
TRAIN_2024,Q4eT,A사,0,AWD,8,No,Brand New,90.0,784,59.44
TRAIN_2025,MS,T사,0,AWD,4,No,Nearly New,,42290,83.41
TRAIN_2026,Soul,K사,0,FWD,1,No,Pre-Owned,46.0,111015,22.56
TRAIN_2027,iX,B사,0,RWD,7,No,Brand New,90.0,2640,79.72
TRAIN_2028,ID4,V사,0,AWD,8,No,Brand New,90.0,2103,40.54
TRAIN_2029,i5,B사,0,RWD,4,No,Nearly New,68.967,11993,63.62
TRAIN_2030,i5,B사,0,AWD,7,No,Brand New,,5237,64.61
TRAIN_2031,i5,B사,0,RWD,1,No,Pre-Owned,61.018,137692,63.8
TRAIN_2032,ION6,H사,2,AWD,8,No,Nearly New,71.332,22002,37.28
TRAIN_2033,ID4,V사,1,AWD,5,No,Nearly New,68.125,49573,40.49
TRAIN_2034,i3,B사,1,AWD,5,No,Nearly New,56.0,30661,24.0
TRAIN_2035,KNE,H사,0,FWD,9,No,Brand New,,5315,25.11
TRAIN_2036,TayGTS,P사,0,AWD,2,No,Brand New,93.4,2505,160.0
TRAIN_2037,RSeTGT,A사,2,AWD,6,No,Nearly New,,17707,99.02
TRAIN_2038,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,140222,115.09
TRAIN_2039,MX,T사,0,AWD,0,No,Pre-Owned,72.139,190170,88.66
TRAIN_2040,Niro,K사,0,AWD,3,No,Pre-Owned,48.093,190717,27.83
